# Region      : cellZone cz_solid_92
# Cells       : 2186
# Volume      : 2.144173e-03
# Time        	volIntegrateU
20            	2.987005e-09 -3.003205e-09 2.817564e-09
40            	3.445835e-09 -5.207628e-09 4.494417e-09
60            	3.848033e-09 -6.646393e-09 6.033263e-09
80            	3.966883e-09 -6.925625e-09 7.265845e-09
100           	3.647752e-09 -5.968648e-09 7.849334e-09
120           	2.921708e-09 -4.355880e-09 7.462893e-09
140           	1.588035e-09 -2.380879e-09 5.938075e-09
160           	5.650208e-10 -1.100566e-09 4.032397e-09
180           	-7.088003e-10 -1.093105e-09 1.399477e-09
200           	-1.093514e-09 -3.102333e-09 -1.461864e-09
220           	-5.924161e-10 -6.232128e-09 -3.485676e-09
240           	1.336261e-10 -1.034032e-08 -4.229754e-09
260           	4.959860e-10 -1.537600e-08 -4.099527e-09
280           	6.196207e-10 -2.081989e-08 -3.730645e-09
300           	6.847257e-10 -2.615985e-08 -3.352723e-09
320           	7.320180e-10 -3.111238e-08 -3.024146e-09
340           	7.693475e-10 -3.555994e-08 -2.758684e-09
360           	8.006807e-10 -3.950293e-08 -2.550615e-09
380           	8.285154e-10 -4.300398e-08 -2.389079e-09
400           	8.514736e-10 -4.613218e-08 -2.263437e-09
420           	8.667918e-10 -4.894083e-08 -2.164688e-09
440           	8.745057e-10 -5.146857e-08 -2.085202e-09
460           	8.769549e-10 -5.375117e-08 -2.019663e-09
480           	8.780932e-10 -5.582303e-08 -1.964134e-09
500           	8.814713e-10 -5.771261e-08 -1.916573e-09
520           	8.906636e-10 -5.943812e-08 -1.876365e-09
540           	9.080967e-10 -6.100925e-08 -1.842904e-09
560           	9.334913e-10 -6.243613e-08 -1.812356e-09
580           	9.609958e-10 -6.372698e-08 -1.785615e-09
600           	9.907780e-10 -6.487576e-08 -1.762644e-09
620           	1.020837e-09 -6.588701e-08 -1.734624e-09
640           	1.034973e-09 -6.678539e-08 -1.701045e-09
660           	1.031443e-09 -6.756754e-08 -1.681847e-09
680           	1.018449e-09 -6.823728e-08 -1.667565e-09
700           	9.995513e-10 -6.881641e-08 -1.653687e-09
720           	9.762559e-10 -6.933085e-08 -1.638229e-09
740           	9.506281e-10 -6.980220e-08 -1.625134e-09
760           	9.251418e-10 -7.024703e-08 -1.615335e-09
780           	9.013971e-10 -7.067617e-08 -1.607616e-09
800           	8.795616e-10 -7.109530e-08 -1.601288e-09
820           	8.597106e-10 -7.150589e-08 -1.596165e-09
840           	8.418504e-10 -7.190792e-08 -1.591780e-09
860           	8.262183e-10 -7.230097e-08 -1.587671e-09
880           	8.128894e-10 -7.268520e-08 -1.583675e-09
900           	8.019863e-10 -7.306113e-08 -1.579718e-09
920           	7.934864e-10 -7.342974e-08 -1.575700e-09
940           	7.870864e-10 -7.379239e-08 -1.571358e-09
960           	7.820924e-10 -7.415168e-08 -1.566493e-09
980           	7.773865e-10 -7.451167e-08 -1.561031e-09
1000          	7.715298e-10 -7.487635e-08 -1.555742e-09
1020          	7.644219e-10 -7.524606e-08 -1.551564e-09
1040          	7.569514e-10 -7.561872e-08 -1.547821e-09
1060          	7.500696e-10 -7.599089e-08 -1.543148e-09
1080          	7.446134e-10 -7.635952e-08 -1.537039e-09
1100          	7.408653e-10 -7.672547e-08 -1.530173e-09
1120          	7.379768e-10 -7.709177e-08 -1.523663e-09
1140          	7.352832e-10 -7.745890e-08 -1.518594e-09
1160          	7.326373e-10 -7.782514e-08 -1.514702e-09
1180          	7.302729e-10 -7.818870e-08 -1.511463e-09
1200          	7.282882e-10 -7.854919e-08 -1.508671e-09
1220          	7.267314e-10 -7.890666e-08 -1.506343e-09
1240          	7.256675e-10 -7.926133e-08 -1.504526e-09
1260          	7.250215e-10 -7.961392e-08 -1.503139e-09
1280          	7.247582e-10 -7.996530e-08 -1.502045e-09
1300          	7.248045e-10 -8.031618e-08 -1.501256e-09
1320          	7.251139e-10 -8.066736e-08 -1.500582e-09
1340          	7.256128e-10 -8.101961e-08 -1.500031e-09
1360          	7.263872e-10 -8.137341e-08 -1.499619e-09
1380          	7.272716e-10 -8.172901e-08 -1.499288e-09
1400          	7.283781e-10 -8.208651e-08 -1.498970e-09
1420          	7.296903e-10 -8.244566e-08 -1.498658e-09
1440          	7.311088e-10 -8.280608e-08 -1.498339e-09
1460          	7.326068e-10 -8.316733e-08 -1.497974e-09
1480          	7.341041e-10 -8.352905e-08 -1.497570e-09
1500          	7.355679e-10 -8.389092e-08 -1.497124e-09
1520          	7.369031e-10 -8.425300e-08 -1.496642e-09
1540          	7.380758e-10 -8.461518e-08 -1.496117e-09
1560          	7.390518e-10 -8.497760e-08 -1.495631e-09
1580          	7.398828e-10 -8.534036e-08 -1.495118e-09
1600          	7.406137e-10 -8.570356e-08 -1.494513e-09
1620          	7.412669e-10 -8.606744e-08 -1.493864e-09
1640          	7.418591e-10 -8.643207e-08 -1.493180e-09
1660          	7.424637e-10 -8.679757e-08 -1.492416e-09
1680          	7.430914e-10 -8.716405e-08 -1.491568e-09
