# Region      : cellZone cz_solid_17
# Cells       : 1906
# Volume      : 2.137611e-03
# Time        	volIntegrate(U)
20            	(6.570012e-09 -5.919009e-09 -2.030884e-09)
40            	(5.621169e-09 -9.532042e-09 -1.473902e-09)
60            	(4.894600e-09 -1.216366e-08 -1.125636e-09)
80            	(4.210923e-09 -1.388124e-08 -8.566082e-10)
100           	(3.554191e-09 -1.477681e-08 -6.635571e-10)
120           	(2.916628e-09 -1.494837e-08 -5.352278e-10)
140           	(2.304662e-09 -1.460791e-08 -4.554407e-10)
160           	(1.719338e-09 -1.383348e-08 -4.141408e-10)
180           	(1.302268e-09 -1.283287e-08 -4.112702e-10)
200           	(9.955502e-10 -1.179471e-08 -4.307032e-10)
220           	(7.861718e-10 -1.084935e-08 -4.727755e-10)
240           	(6.419460e-10 -1.004072e-08 -5.291398e-10)
260           	(5.372887e-10 -9.311962e-09 -5.870993e-10)
280           	(4.569986e-10 -8.557734e-09 -6.388047e-10)
300           	(3.939437e-10 -7.672200e-09 -6.819700e-10)
320           	(3.520205e-10 -6.549854e-09 -7.182078e-10)
340           	(3.348231e-10 -5.073228e-09 -7.398190e-10)
360           	(3.508694e-10 -3.128062e-09 -7.169939e-10)
380           	(3.952317e-10 -6.456958e-10 -6.160458e-10)
400           	(4.106035e-10 2.174657e-09 -4.614885e-10)
420           	(3.729329e-10 5.023661e-09 -3.208559e-10)
440           	(3.131957e-10 7.752235e-09 -2.497891e-10)
460           	(2.652564e-10 1.032204e-08 -2.374032e-10)
480           	(2.536048e-10 1.275913e-08 -2.485298e-10)
500           	(2.879729e-10 1.509482e-08 -2.678172e-10)
520           	(3.456973e-10 1.731059e-08 -2.930243e-10)
540           	(4.052482e-10 1.935909e-08 -3.242950e-10)
560           	(4.583286e-10 2.121026e-08 -3.580830e-10)
580           	(5.045184e-10 2.286631e-08 -3.886496e-10)
600           	(5.410594e-10 2.434831e-08 -4.114333e-10)
620           	(5.676744e-10 2.568325e-08 -4.258782e-10)
640           	(5.852171e-10 2.689468e-08 -4.334934e-10)
660           	(5.955273e-10 2.800077e-08 -4.357834e-10)
680           	(5.996693e-10 2.901482e-08 -4.341488e-10)
700           	(5.981276e-10 2.994814e-08 -4.302036e-10)
720           	(5.906124e-10 3.081101e-08 -4.251673e-10)
740           	(5.778468e-10 3.161329e-08 -4.201659e-10)
760           	(5.596273e-10 3.236478e-08 -4.150700e-10)
780           	(5.368989e-10 3.307499e-08 -4.099156e-10)
800           	(5.109984e-10 3.375288e-08 -4.046551e-10)
820           	(4.829861e-10 3.440640e-08 -3.991971e-10)
840           	(4.534411e-10 3.504281e-08 -3.932174e-10)
860           	(4.231315e-10 3.566861e-08 -3.865163e-10)
880           	(3.928100e-10 3.629056e-08 -3.791412e-10)
900           	(3.631356e-10 3.691585e-08 -3.709125e-10)
920           	(3.346457e-10 3.755253e-08 -3.617750e-10)
940           	(3.077056e-10 3.820931e-08 -3.512998e-10)
960           	(2.830364e-10 3.889463e-08 -3.393461e-10)
980           	(2.606099e-10 3.961432e-08 -3.258657e-10)
1000          	(2.408536e-10 4.036955e-08 -3.122797e-10)
1020          	(2.238834e-10 4.115724e-08 -3.006079e-10)
1040          	(2.095869e-10 4.197293e-08 -2.918902e-10)
1060          	(1.981159e-10 4.281098e-08 -2.864391e-10)
1080          	(1.887363e-10 4.366484e-08 -2.851089e-10)
1100          	(1.795215e-10 4.453198e-08 -2.883198e-10)
1120          	(1.678318e-10 4.541426e-08 -2.945180e-10)
1140          	(1.537585e-10 4.631676e-08 -3.022709e-10)
1160          	(1.372997e-10 4.724625e-08 -3.086714e-10)
1180          	(1.208696e-10 4.820523e-08 -3.124921e-10)
1200          	(1.055592e-10 4.919075e-08 -3.139971e-10)
1220          	(9.124890e-11 5.019757e-08 -3.144222e-10)
1240          	(7.803015e-11 5.122054e-08 -3.148341e-10)
1260          	(6.507969e-11 5.225507e-08 -3.153787e-10)
1280          	(5.290408e-11 5.329747e-08 -3.160047e-10)
1300          	(4.173279e-11 5.434495e-08 -3.169226e-10)
1320          	(3.098381e-11 5.539555e-08 -3.178686e-10)
1340          	(2.098524e-11 5.644762e-08 -3.189806e-10)
1360          	(1.152585e-11 5.749994e-08 -3.202156e-10)
1380          	(2.499574e-12 5.855160e-08 -3.213795e-10)
1400          	(-6.117942e-12 5.960155e-08 -3.224054e-10)
1420          	(-1.402341e-11 6.064940e-08 -3.232387e-10)
1440          	(-2.118333e-11 6.169505e-08 -3.238570e-10)
1460          	(-2.750813e-11 6.273848e-08 -3.241895e-10)
1480          	(-3.297524e-11 6.377980e-08 -3.242325e-10)
1500          	(-3.772716e-11 6.481934e-08 -3.240511e-10)
1520          	(-4.144938e-11 6.585730e-08 -3.238834e-10)
1540          	(-4.452327e-11 6.689413e-08 -3.235883e-10)
1560          	(-4.694564e-11 6.793011e-08 -3.233229e-10)
1580          	(-4.868219e-11 6.896565e-08 -3.231156e-10)
1600          	(-5.028164e-11 7.000128e-08 -3.228213e-10)
1620          	(-5.115255e-11 7.103701e-08 -3.225663e-10)
1640          	(-5.185418e-11 7.207311e-08 -3.222354e-10)
1660          	(-5.237282e-11 7.310963e-08 -3.218277e-10)
1680          	(-5.252841e-11 7.414651e-08 -3.213874e-10)
1700          	(-5.227239e-11 7.518364e-08 -3.209646e-10)
1720          	(-5.211089e-11 7.622125e-08 -3.203987e-10)
1740          	(-5.156526e-11 7.725895e-08 -3.198401e-10)
1760          	(-5.104224e-11 7.829694e-08 -3.193007e-10)
1780          	(-5.036590e-11 7.933516e-08 -3.189210e-10)
1800          	(-4.981543e-11 8.037395e-08 -3.186357e-10)
1820          	(-4.966105e-11 8.141328e-08 -3.182748e-10)
1840          	(-4.923833e-11 8.245318e-08 -3.181737e-10)
1860          	(-4.882600e-11 8.349356e-08 -3.179926e-10)
1880          	(-4.872549e-11 8.453454e-08 -3.177179e-10)
1900          	(-4.855791e-11 8.557572e-08 -3.174559e-10)
