# Region type : faceZone fz_solid_33
# Faces  :    1636
# Area   :    1.016948e-01
# Time        	sum(phi)
20            	6.986863e-05
40            	7.120712e-05
60            	7.016711e-05
80            	6.811226e-05
100           	6.336753e-05
120           	5.523091e-05
140           	3.842862e-05
160           	2.500374e-05
180           	1.109170e-05
200           	-1.547472e-06
220           	-1.124137e-05
240           	-1.722303e-05
260           	-2.011975e-05
280           	-2.074452e-05
300           	-2.011300e-05
320           	-1.846069e-05
340           	-1.631292e-05
360           	-1.400085e-05
380           	-1.176186e-05
400           	-9.683375e-06
420           	-7.867395e-06
440           	-6.227713e-06
460           	-4.712313e-06
480           	-3.262328e-06
500           	-1.840582e-06
520           	-3.183320e-07
540           	1.249416e-06
560           	2.788891e-06
580           	4.111042e-06
600           	4.942177e-06
620           	4.885233e-06
640           	4.431985e-06
660           	4.512939e-06
680           	5.383237e-06
700           	6.599416e-06
720           	7.914912e-06
740           	9.182561e-06
760           	1.035512e-05
780           	1.138140e-05
800           	1.224941e-05
820           	1.295722e-05
840           	1.346297e-05
860           	1.381641e-05
880           	1.403645e-05
900           	1.405274e-05
920           	1.398766e-05
940           	1.375569e-05
960           	1.348043e-05
980           	1.314475e-05
1000          	1.277181e-05
1020          	1.233875e-05
1040          	1.193004e-05
1060          	1.156380e-05
1080          	1.125372e-05
1100          	1.099566e-05
1120          	1.077233e-05
1140          	1.060732e-05
1160          	1.046737e-05
1180          	1.038953e-05
1200          	1.038474e-05
1220          	1.045532e-05
1240          	1.059330e-05
1260          	1.078503e-05
1280          	1.100036e-05
1300          	1.123869e-05
1320          	1.150725e-05
1340          	1.183437e-05
1360          	1.224990e-05
1380          	1.281259e-05
1400          	1.358728e-05
1420          	1.463365e-05
1440          	1.599407e-05
1460          	1.761944e-05
1480          	1.933657e-05
1500          	2.092091e-05
1520          	2.221093e-05
1540          	2.304443e-05
1560          	2.327472e-05
1580          	2.288043e-05
1600          	2.167730e-05
1620          	1.963303e-05
1640          	1.685618e-05
1660          	1.340010e-05
1680          	9.230340e-06
1700          	4.646707e-06
1720          	-2.254796e-07
1740          	-5.228071e-06
1760          	-1.031781e-05
1780          	-1.541076e-05
1800          	-2.049239e-05
1820          	-2.539956e-05
1840          	-3.013927e-05
1860          	-3.466491e-05
1880          	-3.898676e-05
1900          	-4.307941e-05
