# Region type : faceZone fz_solid_81
# Faces  :    1731
# Area   :    1.016540e-01
# Time        	sum(phi)
20            	-2.448935e-05
40            	-1.862841e-05
60            	-1.170811e-05
80            	-6.333295e-06
100           	-2.647723e-06
120           	-1.740820e-06
140           	-3.456357e-06
160           	-7.509284e-06
180           	-1.321829e-05
200           	-1.904355e-05
220           	-2.545332e-05
240           	-3.180405e-05
260           	-3.535059e-05
280           	-3.253180e-05
300           	-2.165784e-05
320           	-2.994231e-06
340           	1.833182e-05
360           	4.171653e-05
380           	6.968923e-05
400           	9.724725e-05
420           	9.908755e-05
440           	8.189991e-05
460           	6.476781e-05
480           	5.113508e-05
500           	3.890513e-05
520           	2.816871e-05
540           	2.137811e-05
560           	1.630681e-05
580           	1.315140e-05
600           	1.125045e-05
620           	9.424312e-06
640           	6.885005e-06
660           	3.732629e-06
680           	4.834833e-07
700           	-2.341258e-06
720           	-4.378903e-06
740           	-5.678228e-06
760           	-5.994866e-06
780           	-5.459203e-06
800           	-4.427123e-06
820           	-3.348287e-06
840           	-2.223253e-06
860           	-1.006594e-06
880           	7.810851e-08
900           	9.979221e-07
920           	1.863674e-06
940           	2.776895e-06
960           	3.590892e-06
980           	4.230108e-06
1000          	4.746673e-06
1020          	5.119386e-06
1040          	5.383821e-06
1060          	5.579656e-06
1080          	5.760615e-06
1100          	5.916635e-06
1120          	6.087262e-06
1140          	6.233632e-06
1160          	6.366265e-06
1180          	6.523492e-06
1200          	6.693905e-06
1220          	6.899164e-06
1240          	7.159251e-06
1260          	7.481201e-06
1280          	7.819246e-06
1300          	8.155226e-06
1320          	8.485875e-06
1340          	8.767213e-06
1360          	8.978579e-06
1380          	9.132496e-06
1400          	9.260064e-06
1420          	9.395294e-06
1440          	9.535994e-06
1460          	9.658514e-06
1480          	9.788375e-06
1500          	9.939875e-06
1520          	1.009698e-05
1540          	1.025357e-05
1560          	1.042038e-05
1580          	1.058216e-05
1600          	1.075555e-05
1620          	1.091198e-05
1640          	1.106215e-05
1660          	1.121492e-05
1680          	1.134784e-05
1700          	1.146655e-05
1720          	1.161435e-05
1740          	1.172676e-05
1760          	1.183751e-05
1780          	1.192621e-05
1800          	1.202054e-05
1820          	1.209864e-05
1840          	1.217956e-05
1860          	1.223420e-05
1880          	1.230585e-05
1900          	1.236545e-05
